village_name,pincode,post_so_name,taluka name,District_name,state name
KARDOO,335804,Deidaspura B.O,Suratgarh,GANGANAGAR,Rajasthan
5 BRP,335804,Manaktheri B.O,#N/A,#N/A,#N/A
12 STG,335804,Badopal B.O,#N/A,#N/A,#N/A
13 STB,335804,Rampura B.O,#N/A,#N/A,#N/A
ZWD��18,335804,Badopal B.O,#N/A,#N/A,#N/A
19 STG,335804,Badopal B.O,#N/A,#N/A,#N/A
1 MC BARANI,335804,Birdwal Head B.O,#N/A,#N/A,#N/A
13 SGR,335804,Sardarpura Bika B.O,Suratgarh,GANGANAGAR,Rajasthan
15 SGR,335804,Sardarpura Bika B.O,Suratgarh,GANGANAGAR,Rajasthan
2 NRD-B,335804,Narwana B.O,#N/A,#N/A,#N/A
22 STB,335804,Manaktheri B.O,#N/A,#N/A,#N/A
22 STB-A,335804,Manaktheri B.O,#N/A,#N/A,#N/A
25 PS-A(RURAL),335804,Rajiasar B.O,#N/A,#N/A,#N/A
27 LGW,335804,Sardarpura Bika B.O,#N/A,#N/A,#N/A
GMD��3.00,335804,Ghamandia B.O,#N/A,#N/A,#N/A
4 PPN,335804,Rajpura Pipran B.O,#N/A,#N/A,#N/A
5 BPM,335804,Rampura Neola B.O,Suratgarh,GANGANAGAR,Rajasthan
6 MC,335804,Birdwal Head B.O,#N/A,#N/A,#N/A
7 GMD-B,335804,Ghamandia B.O,#N/A,#N/A,#N/A
7 NRD,335804,Rampura Neola B.O,#N/A,#N/A,#N/A
BACHHRARA,335804,Deidaspura B.O,Suratgarh,GANGANAGAR,Rajasthan
CHAK AMARPURA,335804,Rajiasar B.O,Suratgarh,GANGANAGAR,Rajasthan
DHADHIYAWALI,335804,Rajpura Pipran B.O,Suratgarh,GANGANAGAR,Rajasthan
KAUNPALSAR,335804,Deidaspura B.O,Suratgarh,GANGANAGAR,Rajasthan
Suratgarh,335804,Bhagwansar B.O,#N/A,#N/A,#N/A
Suratgarh,335804,Maler B.O,#N/A,#N/A,#N/A
2 BRP,335804,Badopal B.O,#N/A,#N/A,#N/A
2 RPM,335804,Rampura B.O,#N/A,#N/A,#N/A
6 BRP,335804,Manaktheri B.O,#N/A,#N/A,#N/A
13 SPD-B,335804,Badopal B.O,#N/A,#N/A,#N/A
15 STG-B,335804,Badopal B.O,#N/A,#N/A,#N/A
17 STG,335804,Badopal B.O,#N/A,#N/A,#N/A
1 AP,335804,Birdwal Head B.O,#N/A,#N/A,#N/A
1 NRD,335804,Narwana B.O,#N/A,#N/A,#N/A
1 PPN,335804,Rajpura Pipran B.O,#N/A,#N/A,#N/A
13 STB,335804,Badopal B.O,#N/A,#N/A,#N/A
15 STB-A,335804,Badopal B.O,#N/A,#N/A,#N/A
GMD��2.00,335804,Ghamandia B.O,#N/A,#N/A,#N/A
3 AP,335804,Birdwal Head B.O,#N/A,#N/A,#N/A
3 BNPM,335804,Narwana B.O,#N/A,#N/A,#N/A
4 NRD,335804,Narwana B.O,#N/A,#N/A,#N/A
40 STG,335804,Rampura B.O,#N/A,#N/A,#N/A
43 STG II,335804,Rampura B.O,#N/A,#N/A,#N/A
5 CM,335804,Birdwal Head B.O,#N/A,#N/A,#N/A
9 NRD - B,335804,Rampura Neola B.O,Suratgarh,GANGANAGAR,Rajasthan
BAREKA,335804,Rampura B.O,#N/A,#N/A,#N/A
BIDASARI,335804,Suratgarh S.O,#N/A,#N/A,#N/A
HARISINGHPURA,335804,Maler B.O,Suratgarh,GANGANAGAR,Rajasthan
KHARIYA,335804,Maler B.O,#N/A,#N/A,#N/A
SURAJANSAR BARANI,335804,Suratgarh S.O,Suratgarh,GANGANAGAR,Rajasthan
TILAWALI,335804,Suratgarh S.O,#N/A,#N/A,#N/A
1 NM,335804,Badopal B.O,#N/A,#N/A,#N/A
1 RPM,335804,Rampura B.O,Pilibanga,HANUMANGARH,Rajasthan
2 NM,335804,Badopal B.O,Pilibanga,HANUMANGARH,Rajasthan
9 BRP,335804,Manaktheri B.O,#N/A,#N/A,#N/A
ZWD��13,335804,Badopal B.O,#N/A,#N/A,#N/A
16 SPD-A,335804,Badopal B.O,#N/A,#N/A,#N/A
19 SPD,335804,Badopal B.O,Pilibanga,HANUMANGARH,Rajasthan
1 LM,335804,Suratgarh S.O,Suratgarh,GANGANAGAR,Rajasthan
1 MWM,335804,Rampura Neola B.O,#N/A,#N/A,#N/A
1.600 RD-R,335804,Birdwal Head B.O,#N/A,#N/A,#N/A
11 NRD,335804,Rampura Neola B.O,#N/A,#N/A,#N/A
14 STB,335804,Badopal B.O,#N/A,#N/A,#N/A
15 STB-B,335804,Badopal B.O,#N/A,#N/A,#N/A
2 MNWM,335804,Rampura Neola B.O,#N/A,#N/A,#N/A
2 RM-A,335804,Rampura Neola B.O,#N/A,#N/A,#N/A
23 STB-A,335804,Manaktheri B.O,#N/A,#N/A,#N/A
35 PBN,335804,Rampura B.O,#N/A,#N/A,#N/A
GMD��5.00,335804,Ghamandia B.O,#N/A,#N/A,#N/A
BIRADHWAL,335804,Birdwal Head B.O,#N/A,#N/A,#N/A
CHAK GODARA WALA,335804,Suratgarh S.O,Suratgarh,GANGANAGAR,Rajasthan
KUMBHAGARH,335804,Maler B.O,#N/A,#N/A,#N/A
MANAKTHERI BARANI,335804,Manaktheri B.O,Pilibanga,HANUMANGARH,Rajasthan
RANGMAHAL,335804,Rampura B.O,#N/A,#N/A,#N/A
Suratgarh,335804,Mokalsar B.O,#N/A,#N/A,#N/A
Suratgarh,335804,Rampura B.O,#N/A,#N/A,#N/A
Suratgarh,335804,Sardarpura Bika B.O,#N/A,#N/A,#N/A
1 MWM,335804,Rampura Neola B.O,#N/A,#N/A,#N/A
2 BRP(RCP),335804,Badopal B.O,Pilibanga,HANUMANGARH,Rajasthan
18 SPD-A,335804,Badopal B.O,Pilibanga,HANUMANGARH,Rajasthan
18 STG,335804,Badopal B.O,Hanumangarh,HANUMANGARH,Rajasthan
1 KSR-A,335804,Bhagwansar B.O,Suratgarh,GANGANAGAR,Rajasthan
14 SPD,335804,Badopal B.O,#N/A,#N/A,#N/A
16 STB,335804,Badopal B.O,#N/A,#N/A,#N/A
168 RDR,335804,Birdwal Head B.O,#N/A,#N/A,#N/A
17 STB-B,335804,Badopal B.O,#N/A,#N/A,#N/A
2 BNPM -A,335804,Narwana B.O,#N/A,#N/A,#N/A
2 RM-B,335804,Farm Colony Suratgarh B.O,#N/A,#N/A,#N/A
22 STB-B,335804,Manaktheri B.O,#N/A,#N/A,#N/A
23 STB,335804,Manaktheri B.O,Suratgarh,GANGANAGAR,Rajasthan
25 LGW-A,335804,Sardarpura Bika B.O,#N/A,#N/A,#N/A
3 CM,335804,Birdwal Head B.O,#N/A,#N/A,#N/A
3 KSR,335804,Bhagwansar B.O,Suratgarh,GANGANAGAR,Rajasthan
3 MNWM,335804,Rampura Neola B.O,#N/A,#N/A,#N/A
3 NRD-A,335804,Narwana B.O,Suratgarh,GANGANAGAR,Rajasthan
31 PBN,335804,Farm Colony Suratgarh B.O,#N/A,#N/A,#N/A
32 PBN,335804,Bhagwansar B.O,#N/A,#N/A,#N/A
39 MOD,335804,Sardarpura Bika B.O,#N/A,#N/A,#N/A
4 KSR,335804,Bhagwansar B.O,Suratgarh,GANGANAGAR,Rajasthan
42 STG,335804,Rampura B.O,#N/A,#N/A,#N/A
44 STG,335804,Rampura B.O,#N/A,#N/A,#N/A
5 NRD,335804,Rampura Neola B.O,Suratgarh,GANGANAGAR,Rajasthan
6 SGM-A,335804,Bhagwansar B.O,#N/A,#N/A,#N/A
CHAK SADANI,335804,Suratgarh S.O,#N/A,#N/A,#N/A
KISHANPURA,335804,Rajpura Pipran B.O,Suratgarh,GANGANAGAR,Rajasthan
RAJIYASAR,335804,Rajiasar B.O,Suratgarh,GANGANAGAR,Rajasthan
RAJPURA PIPERAN,335804,Rajpura Pipran B.O,Suratgarh,GANGANAGAR,Rajasthan
Suratgarh,335804,Farm Colony Suratgarh B.O,#N/A,#N/A,#N/A
Suratgarh,335804,Ramsara Jakhran B.O,#N/A,#N/A,#N/A
1 SMR,335805,Somasar B.O,Suratgarh,GANGANAGAR,Rajasthan
TTD��1.00,335805,Thethar B.O,#N/A,#N/A,#N/A
156 RDL,335805,Thethar B.O,#N/A,#N/A,#N/A
226 RDR,335805,Rayanwali B.O,#N/A,#N/A,#N/A
92.600 RDL,335805,Rayanwali B.O,#N/A,#N/A,#N/A
JAISA BHATTI,335805,Thethar B.O,Suratgarh,GANGANAGAR,Rajasthan
KALOOSAR,335805,Somasar B.O,Suratgarh,GANGANAGAR,Rajasthan
139 RDL,335805,Thethar B.O,#N/A,#N/A,#N/A
143 RD,335805,Thethar B.O,#N/A,#N/A,#N/A
191 1\\2 RD,335805,Somasar B.O,#N/A,#N/A,#N/A
2 JBD,335805,Thethar B.O,#N/A,#N/A,#N/A
3 BJW,335805,Somasar B.O,#N/A,#N/A,#N/A
75000 RD,335805,Thethar B.O,#N/A,#N/A,#N/A
767.50 RD,335805,Thethar B.O,#N/A,#N/A,#N/A
KANOR,335805,Thethar B.O,Suratgarh,GANGANAGAR,Rajasthan
Suratgarh,335805,STPS Suratgarh S.O,#N/A,#N/A,#N/A
UDAIPUR MUSALMANAN,335805,Birdhwal R.S.(Suratgarh) B.O,#N/A,#N/A,#N/A
1 LAKH-RD,335805,Thethar B.O,#N/A,#N/A,#N/A
1 BJW,335805,Somasar B.O,#N/A,#N/A,#N/A
TTD��2.00,335805,Thethar B.O,#N/A,#N/A,#N/A
235 RD,335805,Birdhwal R.S.(Suratgarh) B.O,#N/A,#N/A,#N/A
3 TTD-A,335805,Thethar B.O,Suratgarh,GANGANAGAR,Rajasthan
33.846 RD,335805,Rayanwali B.O,#N/A,#N/A,#N/A
4 SMR,335805,Somasar B.O,#N/A,#N/A,#N/A
79.200 RDL,335805,Rayanwali B.O,#N/A,#N/A,#N/A
Suratgarh,335805,Thukrana B.O,#N/A,#N/A,#N/A
1 KND,335805,Thethar B.O,#N/A,#N/A,#N/A
110 RDL,335805,Rayanwali B.O,#N/A,#N/A,#N/A
2 SMR,335805,Somasar B.O,#N/A,#N/A,#N/A
50 PBN,335805,Somasar B.O,#N/A,#N/A,#N/A
85.300 RDR,335805,Rayanwali B.O,Suratgarh,GANGANAGAR,Rajasthan
13.105 RD-L,335805,Rayanwali B.O,#N/A,#N/A,#N/A
16.400 RD-R,335805,Thethar B.O,#N/A,#N/A,#N/A
33.490 RD - R,335805,Rayanwali B.O,#N/A,#N/A,#N/A
BHOJEWALA,335805,Somasar B.O,Suratgarh,GANGANAGAR,Rajasthan
ETA,335805,Thethar B.O,#N/A,#N/A,#N/A
1.825 RDL,335805,Birdhwal R.S.(Suratgarh) B.O,#N/A,#N/A,#N/A
103 RDL,335805,Birdhwal R.S.(Suratgarh) B.O,#N/A,#N/A,#N/A
185 RD-B,335805,Thethar B.O,Suratgarh,GANGANAGAR,Rajasthan
207 RD,335805,Rayanwali B.O,#N/A,#N/A,#N/A
21.800 RD,335805,Rayanwali B.O,#N/A,#N/A,#N/A
217 RD,335805,Rayanwali B.O,#N/A,#N/A,#N/A
226 RDL,335805,Rayanwali B.O,#N/A,#N/A,#N/A
3 SMR,335805,Somasar B.O,#N/A,#N/A,#N/A
3 TTD-B,335805,Thethar B.O,#N/A,#N/A,#N/A
7.415 RD-L,335805,Rayanwali B.O,#N/A,#N/A,#N/A
CHAHARSAR,335805,Thukrana B.O,#N/A,#N/A,#N/A
Suratgarh,335805,Thethar B.O,#N/A,#N/A,#N/A
THUKRANA,335805,Thukrana B.O,Suratgarh,GANGANAGAR,Rajasthan
128 RD,335805,Thethar B.O,#N/A,#N/A,#N/A
156 RDR,335805,Thethar B.O,#N/A,#N/A,#N/A
168 RDL,335805,Thethar B.O,#N/A,#N/A,#N/A
185 RD-A,335805,Thethar B.O,#N/A,#N/A,#N/A
99.150 RDR,335805,Rayanwali B.O,#N/A,#N/A,#N/A
SOMANSAR,335805,Somasar B.O,Suratgarh,GANGANAGAR,Rajasthan
165 RD,335805,Thethar B.O,#N/A,#N/A,#N/A
2 BJW,335805,Somasar B.O,#N/A,#N/A,#N/A
2 KND,335805,Thethar B.O,#N/A,#N/A,#N/A
4 BJW,335805,Somasar B.O,Suratgarh,GANGANAGAR,Rajasthan
85.300 RDL,335805,Rayanwali B.O,#N/A,#N/A,#N/A
92.600 RDR,335805,Rayanwali B.O,#N/A,#N/A,#N/A
FARIDSAR,335805,Thukrana B.O,Suratgarh,GANGANAGAR,Rajasthan
GUSAINSAR,335805,Thukrana B.O,Suratgarh,GANGANAGAR,Rajasthan
RATTASAR,335805,Thukrana B.O,Suratgarh,GANGANAGAR,Rajasthan
RAYANWALI,335805,Rayanwali B.O,Suratgarh,GANGANAGAR,Rajasthan
SURATGARH (RURAL),335805,Birdhwal R.S.(Suratgarh) B.O,Suratgarh,GANGANAGAR,Rajasthan
THETHAR,335805,Thethar B.O,Suratgarh,GANGANAGAR,Rajasthan
UDAIPUR GODARAN,335805,Birdhwal R.S.(Suratgarh) B.O,Suratgarh,GANGANAGAR,Rajasthan
1 B,335901,Kotha B.O,#N/A,#N/A,#N/A
Ganganagar,335901,Hindumalkote S.O,Ganganagar,GANGANAGAR,Rajasthan
Hindumalkote,335901,Dullapur Kerri B.O,#N/A,#N/A,#N/A
Hindumalkote,335901,Khakhan B.O,Ganganagar,GANGANAGAR,Rajasthan
3:00 AM,335901,Kotha B.O,#N/A,#N/A,#N/A
SHARKAJ NAHAR KOTHA,335901,Kotha B.O,Ganganagar,GANGANAGAR,Rajasthan
4 C,335901,Sujawalpur B.O,#N/A,#N/A,#N/A
7C II,335901,Sujawalpur B.O,#N/A,#N/A,#N/A
SHARKAJ NAHAR PAKKI,335901,Pakki B.O,Ganganagar,GANGANAGAR,Rajasthan
2 B,335901,Kotha B.O,#N/A,#N/A,#N/A
3A,335901,Kotha B.O,#N/A,#N/A,#N/A
7B,335901,Sujawalpur B.O,#N/A,#N/A,#N/A
Hindumalkote,335901,Kotha B.O,#N/A,#N/A,#N/A
SHARKAJ NAHAR BALIWALA,335901,Hindumalkote S.O,#N/A,#N/A,#N/A
SHARKAJ NAHAR ORKI,335901,Orki B.O,Ganganagar,GANGANAGAR,Rajasthan
4:00 AM,335901,Kotha B.O,#N/A,#N/A,#N/A
7C I,335901,Sujawalpur B.O,#N/A,#N/A,#N/A
5 C,335901,Sujawalpur B.O,#N/A,#N/A,#N/A
Hindumalkote,335901,Pakki B.O,#N/A,#N/A,#N/A
SHARKAJ NAHAR KHAKHO,335901,Khakhan B.O,#N/A,#N/A,#N/A
Hindumalkote,335901,Orki B.O,#N/A,#N/A,#N/A
Hindumalkote,335901,Sujawalpur B.O,#N/A,#N/A,#N/A
Amarpura,341001,Nagaur H.O,Nagaur,NAGAUR,Rajasthan
Balwa,341001,Gogelao B.O,Nagaur,NAGAUR,Rajasthan
Bansra,341001,Nagaur H.O,Nagaur,NAGAUR,Rajasthan
Charnisara,341001,Gudhabhagwandas B.O,Kheenvsar,NAGAUR,Rajasthan
Chimrani,341001,Nagaur H.O,Nagaur,NAGAUR,Rajasthan
Chugawas,341001,Tausar B.O,Nagaur,NAGAUR,Rajasthan
Dehroo,341001,Daru B.O,Nagaur,NAGAUR,Rajasthan
Giravandi,341001,Daru B.O,Nagaur,NAGAUR,Rajasthan
Godhan,341001,Chawandiya B.O,Kheenvsar,NAGAUR,Rajasthan
Golsar,341001,Chau B.O,Nagaur,NAGAUR,Rajasthan
Gudha Bhagwan Das,341001,Gudhabhagwandas B.O,Kheenvsar,NAGAUR,Rajasthan
Gudha Bhagwan Das Khurd,341001,Gudhabhagwandas B.O,Kheenvsar,NAGAUR,Rajasthan
Jabrasi,341001,Chuntisara B.O,Nagaur,NAGAUR,Rajasthan
Jalniyasar,341001,Jalaniyasar B.O,Jayal,NAGAUR,Rajasthan
Jhareli,341001,Tantwas B.O,Kheenvsar,NAGAUR,Rajasthan
Karnoo,341001,Karnu B.O,Kheenvsar,NAGAUR,Rajasthan
Khadkali,341001,Gudhabhagwandas B.O,Kheenvsar,NAGAUR,Rajasthan
Khetas,341001,Jodhiyasi B.O,Nagaur,NAGAUR,Rajasthan
Ladiya,341001,Shyamsar B.O,#N/A,#N/A,#N/A
Mundasar,341001,Unthwaliya B.O,Nagaur,NAGAUR,Rajasthan
Nakas,341001,Nagaur H.O,Nagaur,NAGAUR,Rajasthan
Paboosar,341001,Pabusar B.O,Kheenvsar,NAGAUR,Rajasthan
Satheran,341001,Nagaur H.O,#N/A,#N/A,#N/A
Satheran,341001,Satheran B.O,#N/A,#N/A,#N/A
Satika Khurd,341001,Panchori B.O,Kheenvsar,NAGAUR,Rajasthan
Tausar,341001,Nagaur H.O,Nagaur,NAGAUR,Rajasthan
Teetari,341001,Jodhiyasi B.O,#N/A,#N/A,#N/A
Untwaliya,341001,Unthwaliya B.O,#N/A,#N/A,#N/A
Asapura,341001,Nagaur H.O,#N/A,#N/A,#N/A
Beeramsar,341001,Rohini B.O,Nagaur,NAGAUR,Rajasthan
Bhadwasi,341001,Gogelao B.O,#N/A,#N/A,#N/A
Deh,341001,Nagaur H.O,Jayal,NAGAUR,Rajasthan
Dhoodhiwas,341001,Tausar B.O,#N/A,#N/A,#N/A
Dhundhwalon Ki Dhani,341001,Alai B.O,Nagaur,NAGAUR,Rajasthan
Ghodaran,341001,Unthwaliya B.O,Nagaur,NAGAUR,Rajasthan
Goganada,341001,Singar B.O,Nagaur,NAGAUR,Rajasthan
Jajolai,341001,Jharisara B.O,Nagaur,NAGAUR,Rajasthan
Jathera,341001,Jharisara B.O,#N/A,#N/A,#N/A
Kharnal,341001,Kharnal B.O,#N/A,#N/A,#N/A
Krishanpura,341001,Gogelao B.O,#N/A,#N/A,#N/A
Manasar (Rural),341001,Nagaur H.O,Nagaur,NAGAUR,Rajasthan
Pacharon Wa Bichhoon Ki Dhani,341001,Daru B.O,Kheenvsar,NAGAUR,Rajasthan
Peelanwasi,341001,Ganthilasar B.O,Nagaur,NAGAUR,Rajasthan
Shivnara,341001,Panchori B.O,Kheenvsar,NAGAUR,Rajasthan
Singhani,341001,Nagaur H.O,#N/A,#N/A,#N/A
Siriya De Nagar,341001,Bhundel B.O,#N/A,#N/A,#N/A
Siyagon Ki Dhani,341001,Tankala B.O,Nagaur,NAGAUR,Rajasthan
Tankla,341001,Tankala B.O,Nagaur,NAGAUR,Rajasthan
Tarnau,341001,Nagaur H.O,Jayal,NAGAUR,Rajasthan
Thalanjoo,341001,Kalri B.O,#N/A,#N/A,#N/A
Barani,341001,Gogelao B.O,Nagaur,NAGAUR,Rajasthan
Bhundel,341001,Bhundel B.O,Kheenvsar,NAGAUR,Rajasthan
Chak Ghishiyader,341001,Gogelao B.O,#N/A,#N/A,#N/A
Chau,341001,Chau B.O,Nagaur,NAGAUR,Rajasthan
Deu,341001,Deu B.O,Kheenvsar,NAGAUR,Rajasthan
Janewa (West),341001,Janewa B.O,Jayal,NAGAUR,Rajasthan
Jeewanbera,341001,Jharisara B.O,#N/A,#N/A,#N/A
Makori,341001,Ganthilasar B.O,Nagaur,NAGAUR,Rajasthan
Malgaon,341001,Bhadana B.O,Nagaur,NAGAUR,Rajasthan
Mandeli,341001,Jodhiyasi B.O,#N/A,#N/A,#N/A
Naya Gaon,341001,Alai B.O,#N/A,#N/A,#N/A
Phirod,341001,Phirod B.O,#N/A,#N/A,#N/A
Rol,341001,Nagaur H.O,Jayal,NAGAUR,Rajasthan
Sadokan,341001,Sadokan B.O,#N/A,#N/A,#N/A
Saleu,341001,Chuntisara B.O,#N/A,#N/A,#N/A
Sukholav,341001,Bhundel B.O,#N/A,#N/A,#N/A
Athiyasan,341001,Chenar B.O,Nagaur,NAGAUR,Rajasthan
Bamaniyala,341001,Datina B.O,Kheenvsar,NAGAUR,Rajasthan
Beenthwal,341001,Phirod B.O,Nagaur,NAGAUR,Rajasthan
Bhadana,341001,Bhadana B.O,Nagaur,NAGAUR,Rajasthan
Bhojas,341001,Tantwas B.O,Kheenvsar,NAGAUR,Rajasthan
Chau,341001,Nagaur H.O,#N/A,#N/A,#N/A
Chenar (Rural),341001,Chenar B.O,#N/A,#N/A,#N/A
Chenasar,341001,Satheran B.O,#N/A,#N/A,#N/A
Chuntisara,341001,Chuntisara B.O,Nagaur,NAGAUR,Rajasthan
Gantheelasar,341001,Ganthilasar B.O,Nagaur,NAGAUR,Rajasthan
Gogelao,341001,Gogelao B.O,Nagaur,NAGAUR,Rajasthan
Harima,341001,Bhadana B.O,#N/A,#N/A,#N/A
Hingoniya,341001,Jodhiyasi B.O,#N/A,#N/A,#N/A
Janewa,341001,Janewa B.O,#N/A,#N/A,#N/A
Kalri,341001,Kalri B.O,#N/A,#N/A,#N/A
Panchori,341001,Panchori B.O,Kheenvsar,NAGAUR,Rajasthan
Rohini,341001,Rohini B.O,Nagaur,NAGAUR,Rajasthan
Shribalaji,341001,Nagaur H.O,#N/A,#N/A,#N/A
Sindhipura,341001,Karnu B.O,#N/A,#N/A,#N/A
Surjana,341001,Satheran B.O,#N/A,#N/A,#N/A
Tausar,341001,Tausar B.O,Nagaur,NAGAUR,Rajasthan
Untwaliya,341001,Nagaur H.O,#N/A,#N/A,#N/A
Ahmadpura,341001,Nagaur H.O,#N/A,#N/A,#N/A
Alay,341001,Alai B.O,Nagaur,NAGAUR,Rajasthan
Bagrasar,341001,Jalaniyasar B.O,Jayal,NAGAUR,Rajasthan
Bhadwasi,341001,Bhadwasi B.O,#N/A,#N/A,#N/A
Bhakrod,341001,Bhakrod B.O,Nagaur,NAGAUR,Rajasthan
Bher,341001,Bher B.O,Kheenvsar,NAGAUR,Rajasthan
Boseri,341001,Anwaliyasar B.O,Jayal,NAGAUR,Rajasthan
Dantina,341001,Datina B.O,Kheenvsar,NAGAUR,Rajasthan
Davi Sagar,341001,Bhundel B.O,#N/A,#N/A,#N/A
Dhoondhiya,341001,Chuntisara B.O,#N/A,#N/A,#N/A
Guriya,341001,Daru B.O,Nagaur,NAGAUR,Rajasthan
Gurla,341001,Chuntisara B.O,#N/A,#N/A,#N/A
Jodhiyasi,341001,Jodhiyasi B.O,Nagaur,NAGAUR,Rajasthan
Jorawarpura,341001,Daru B.O,Nagaur,NAGAUR,Rajasthan
Kanwlisar,341001,Jharisara B.O,#N/A,#N/A,#N/A
Khari Karamsotan,341001,Kharikaramsota B.O,Nagaur,NAGAUR,Rajasthan
Perawa,341001,Chau B.O,#N/A,#N/A,#N/A
Phagali,341001,Chenar B.O,#N/A,#N/A,#N/A
Ramsiya,341001,Tausar B.O,#N/A,#N/A,#N/A
Ratri,341001,Alai B.O,#N/A,#N/A,#N/A
Salwa,341001,Sadokan B.O,Nagaur,NAGAUR,Rajasthan
Seengar,341001,Singar B.O,Nagaur,NAGAUR,Rajasthan
Shyamsar,341001,Shyamsar B.O,Nagaur,NAGAUR,Rajasthan
Surana,341001,Chau B.O,#N/A,#N/A,#N/A
Balaya,341001,Balaya B.O,Nagaur,NAGAUR,Rajasthan
Dhakoriya,341001,Bhadwasi B.O,#N/A,#N/A,#N/A
Dheengsara,341001,Bher B.O,Kheenvsar,NAGAUR,Rajasthan
Dukosi,341001,Nagaur H.O,#N/A,#N/A,#N/A
Gantheelasar,341001,Nagaur H.O,#N/A,#N/A,#N/A
Indas,341001,Gogelao B.O,Nagaur,NAGAUR,Rajasthan
Jalniyasar,341001,Nagaur H.O,#N/A,#N/A,#N/A
Jayal,341001,Nagaur H.O,Jayal,NAGAUR,Rajasthan
Nagaur,341001,Nagaur H.O,Nagaur,NAGAUR,Rajasthan
Paboosar,341001,Karnu B.O,Kheenvsar,NAGAUR,Rajasthan
Sinod,341001,Sinod B.O,#N/A,#N/A,#N/A
Son Nagar,341001,Tantwas B.O,#N/A,#N/A,#N/A
Subhashpura,341001,Phirod B.O,#N/A,#N/A,#N/A
Sukhwasi,341001,Sukhwasi B.O,#N/A,#N/A,#N/A
Akhasar,341001,Karnu B.O,Kheenvsar,NAGAUR,Rajasthan
Anwaliyasar,341001,Nagaur H.O,#N/A,#N/A,#N/A
Balasar,341001,Ganthilasar B.O,#N/A,#N/A,#N/A
Bhomasar,341001,Karnu B.O,Kheenvsar,NAGAUR,Rajasthan
Chawandiya,341001,Chawandiya B.O,Kheenvsar,NAGAUR,Rajasthan
Galni,341001,Gudhabhagwandas B.O,Kheenvsar,NAGAUR,Rajasthan
Jhadisara,341001,Jharisara B.O,#N/A,#N/A,#N/A
Jhorda,341001,Chau B.O,Nagaur,NAGAUR,Rajasthan
Kitalsar,341001,Jodhiyasi B.O,#N/A,#N/A,#N/A
Nenau,341001,Bhundel B.O,Kheenvsar,NAGAUR,Rajasthan
Nimbola,341001,Bhundel B.O,Kheenvsar,NAGAUR,Rajasthan
Pabuthal,341001,Satheran B.O,#N/A,#N/A,#N/A
Parasara,341001,Balaya B.O,Nagaur,NAGAUR,Rajasthan
Potliya Manjra,341001,Gudhabhagwandas B.O,Nagaur,NAGAUR,Rajasthan
Ramsar,341001,Karnu B.O,Kheenvsar,NAGAUR,Rajasthan
Rohini,341001,Nagaur H.O,#N/A,#N/A,#N/A
Satika Kalan,341001,Panchori B.O,Kheenvsar,NAGAUR,Rajasthan
Tantwas,341001,Tantwas B.O,Kheenvsar,NAGAUR,Rajasthan
Ajasar,341001,Shyamsar B.O,Nagaur,NAGAUR,Rajasthan
Anndolav,341001,Bhundel B.O,#N/A,#N/A,#N/A
Anwaliyasar,341001,Anwaliyasar B.O,Nagaur,NAGAUR,Rajasthan
Derwa,341001,Kharikaramsota B.O,Nagaur,NAGAUR,Rajasthan
Dholiya Der,341001,Karnu B.O,#N/A,#N/A,#N/A
Jakhaniya,341001,Kalri B.O,#N/A,#N/A,#N/A
Janewa (East),341001,Janewa B.O,#N/A,#N/A,#N/A
Kheenvsar,341001,Nagaur H.O,Kheenvsar,NAGAUR,Rajasthan
Madpharas,341001,Chuntisara B.O,#N/A,#N/A,#N/A
Manjhwas,341001,Jharisara B.O,#N/A,#N/A,#N/A
Nabawas,341001,Nagaur H.O,#N/A,#N/A,#N/A
Pithasiya,341001,Sadokan B.O,#N/A,#N/A,#N/A
Rajoowas,341001,Tausar B.O,#N/A,#N/A,#N/A
Ravon Ki Dhani,341001,Karnu B.O,#N/A,#N/A,#N/A
Saranwas,341001,Chuntisara B.O,Nagaur,NAGAUR,Rajasthan
Bargaon,341021,Barangaon B.O,Merta,NAGAUR,Rajasthan
Raidhanu,341021,Raidhanu B.O,Nagaur,NAGAUR,Rajasthan
Basni Kuriya,341021,Basni S.O,Nagaur,NAGAUR,Rajasthan
Kumari,341021,Kumari B.O,Nagaur,NAGAUR,Rajasthan
Basni,341021,Basni S.O,#N/A,#N/A,#N/A
Bhanwad,341021,Basni S.O,Nagaur,NAGAUR,Rajasthan
Gandila Basni,341021,Basni S.O,#N/A,#N/A,#N/A
Joshiyad,341021,Kumari B.O,Nagaur,NAGAUR,Rajasthan
Baswani,341021,Boodhi B.O,#N/A,#N/A,#N/A
Boodhi,341021,Boodhi B.O,#N/A,#N/A,#N/A
Gowa Khurd,341021,Kumari B.O,#N/A,#N/A,#N/A
Akora,341022,Akora B.O,#N/A,#N/A,#N/A
Boodhi With Chak,341022,Burdi B.O,#N/A,#N/A,#N/A
Ewad,341022,Soneli B.O,#N/A,#N/A,#N/A
Kamediya,341022,Kameria B.O,#N/A,#N/A,#N/A
Mundiyau,341022,Surpalia B.O,Jayal,NAGAUR,Rajasthan
Somra,341022,Deh S.O,Jayal,NAGAUR,Rajasthan
Soneli,341022,Deh S.O,Jayal,NAGAUR,Rajasthan
Soneli,341022,Soneli B.O,Jayal,NAGAUR,Rajasthan
Surpaliya,341022,Deh S.O,#N/A,#N/A,#N/A
